Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Season,Inventory Days,Profitability
1384,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,348.84,9,0.0,170.9316,Winter,13.335514230918834,49.00000000000001
1385,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,9.45,5,0.0,0.189,Winter,157.6503617319944,2.0
1386,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",18.84,3,0.0,7.1592,Winter,187.48715841380726,38.0
1387,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98,2,0.0,52.7956,Winter,4.874872051303421,22.0
1388,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2,0.0,78.9412,Winter,14.350901157957642,47.0
1389,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0.0,28.3095,Winter,38.149737720553176,27.0
1390,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,484.83,3,0.0,126.0558,Winter,2.5433824394284765,26.0
1391,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0.0,60.2553,Winter,29.100035557851665,49.0
1392,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0.0,1.5444,Winter,4.774499723994674,1.0
1393,US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,342.37,7,0.0,160.9139,Winter,7.040270346381302,47.0
1394,CA-2017-124828,2017-07-03,2017-07-04,First Class,YS-21880,Yana Sorensen,Corporate,United States,Burlington,North Carolina,27217,South,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,9.552,3,0.2,1.5522,Summer,273.75684392109804,16.25
1395,US-2017-117247,2017-10-09,2017-10-14,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",652.45,5,0.5,-430.617,Fall,1.3480237141377218,-66.0
1396,US-2017-117247,2017-10-09,2017-10-14,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505,Central,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,66.645,3,0.5,-42.6528,Fall,8.34874992909281,-64.0
1397,CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",17.216,4,0.2,6.0256,Fall,97.8517300543323,35.0
1398,CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,11.56,2,0.0,5.6644,Fall,154.77644344935203,48.99999999999999
1399,CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,88.4,4,0.0,11.492,Fall,28.475581213917927,13.0
1400,CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,10035,East,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,6.48,1,0.0,3.1104,Fall,108.32146248812913,47.99999999999999
1401,CA-2016-159212,2016-11-01,2016-11-05,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,24153,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104,Fall,69.76299694189602,27.999999999999996
1402,CA-2016-159212,2016-11-01,2016-11-05,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,24153,South,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,251.79,3,0.0,118.3413,Fall,8.205400277409973,47.0
1403,US-2016-161396,2016-04-19,2016-04-25,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229,East,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176,2,0.4,-58.1332,Spring,2.7724059774592003,-28.33333333333334
1404,US-2016-161396,2016-04-19,2016-04-25,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,419.4,5,0.2,146.79,Spring,4.016727192692858,35.0
1405,US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,10.304,1,0.2,-2.1896,Spring,87.64487417557788,-21.25
1406,US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,154.764,3,0.4,-36.1116,Spring,3.8244804469507883,-23.333333333333332
1407,US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,116.784,2,0.2,21.897,Spring,26.92676552109351,18.749999999999996
1408,CA-2016-130407,2016-09-02,2016-09-06,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,10024,East,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,2,0.0,19.6248,Fall,19.60426245004941,26.0
1409,CA-2016-130407,2016-09-02,2016-09-06,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,0.0,9.995,Fall,18.25912956478239,25.0
1410,US-2016-122245,2016-09-25,2016-09-30,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-204.4458,Fall,1.8322962034822663,-51.99999999999999
1411,CA-2017-105144,2017-11-04,2017-11-11,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,Grand Prairie,Texas,75051,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,0.2,8.88,Fall,49.32432432432433,37.50000000000001
1412,CA-2016-136329,2016-07-09,2016-07-13,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10035,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408.006,2,0.1,72.5344,Summer,3.2640616970259186,17.777777777777782
1413,CA-2016-136329,2016-07-09,2016-07-13,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",165.28,4,0.0,14.8752,Summer,9.707137006265759,9.0
1414,CA-2014-146640,2014-06-30,2014-07-05,Standard Class,HA-14905,Helen Abelman,Consumer,United States,New York City,New York,10024,East,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,334.768,7,0.2,108.7996,Summer,7.268715448708759,32.5
1415,CA-2017-115994,2017-01-28,2017-01-31,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,92627,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,239.97,3,0.0,26.3967,Winter,4.272537812544921,11.0
1416,CA-2017-115994,2017-01-28,2017-01-31,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,92627,West,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,3,0.0,12.8316,Winter,43.96107337283808,34.0
1417,CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,7,0.2,118.293,Fall,1.9835734755467958,12.5
1418,CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,151.2,3,0.2,32.13,Fall,12.261694801377342,21.250000000000004
1419,CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,4.928,4,0.6,-1.4784,Fall,256.38424075924075,-30.0
1420,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,86.272,4,0.2,31.2736,Fall,23.227948449409432,36.24999999999999
1421,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.588,2,0.7,-48.392,Fall,13.576624235410813,-66.66666666666667
1422,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,60.672,2,0.2,14.4096,Fall,35.50399460468977,23.75
1423,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',77.031,9,0.7,-59.0571,Fall,21.456688718558052,-76.66666666666666
1424,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,119.904,6,0.2,-1.4988,Fall,10.522821549420607,-1.25
1425,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,263.96,5,0.2,23.0965,Fall,6.061524473405061,8.75
1426,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,363.648,4,0.2,-86.3664,Fall,2.43325546915832,-23.75
1427,US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,9.728,2,0.2,3.2832,Fall,113.26961271102284,33.75
1428,US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",14.75,5,0.0,7.08,Fall,261.73402868318124,48.0
1429,US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5,0.2,9.3125,Fall,89.07870652837096,31.25
1430,US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",427.42,14,0.0,196.6132,Fall,3.953523033116875,46.0
1431,CA-2017-122700,2017-11-26,2017-11-30,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10003092,Technology,Phones,Motorola L804,220.752,8,0.4,-40.4712,Fall,2.7945450480661744,-18.333333333333336
1432,CA-2014-120768,2014-12-19,2014-12-21,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,152.76,6,0.0,74.8524,Winter,18.740148586274,49.00000000000001
1433,CA-2014-120768,2014-12-19,2014-12-21,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,7.27,1,0.0,1.9629,Winter,309.49105914718024,27.0
1434,CA-2014-120768,2014-12-19,2014-12-21,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,1819.86,14,0.0,163.7874,Winter,1.212205310322748,9.0
1435,US-2016-153129,2016-12-26,2016-12-30,Standard Class,FP-14320,Frank Preis,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,33.9,5,0.0,15.594,Winter,149.54113405440842,46.0
1436,CA-2017-106852,2017-06-20,2017-06-27,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,44134,East,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,31.104,6,0.2,10.8864,Summer,81.24109686609687,35.0
1437,CA-2017-106852,2017-06-20,2017-06-27,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,44134,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,5.248,2,0.2,0.5904,Summer,313.46616283064236,11.25
1438,CA-2015-139731,2015-10-15,2015-10-15,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,263.88,3,0.2,42.8805,Fall,10.73531840569775,16.25
1439,CA-2015-139731,2015-10-15,2015-10-15,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.43,5,0.3,-350.49,Fall,0.5206995919997718,-14.285714285714288
1440,CA-2017-122735,2017-04-12,2017-04-15,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,2908,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.7,5,0.0,13.365,Spring,78.20630547903275,45.0
1441,CA-2017-122735,2017-04-12,2017-04-15,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,2908,East,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,39.96,4,0.0,17.982,Spring,66.43006643006642,44.99999999999999
1442,CA-2017-128160,2017-12-19,2017-12-24,Second Class,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,36.672,2,0.2,11.46,Winter,86.863398381723,31.250000000000007
1443,CA-2017-117695,2017-08-05,2017-08-08,First Class,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",13.76,2,0.0,6.3296,Summer,171.9288329026701,46.0
1444,CA-2015-166135,2015-10-01,2015-10-06,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Aurora,Colorado,80013,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",139.424,4,0.2,17.428,Fall,22.43926030361651,12.5
1445,CA-2016-133725,2016-05-23,2016-05-28,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60623,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1979.928,9,0.2,148.4946,Spring,0.8968385091153191,7.5
1446,CA-2017-102337,2017-06-13,2017-06-16,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,60653,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",164.736,4,0.2,-39.1248,Summer,3.5808747929960054,-23.75
1447,CA-2017-102337,2017-06-13,2017-06-16,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,60653,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,470.302,7,0.3,-87.3418,Summer,2.9454286051418483,-18.571428571428573
1448,CA-2017-102337,2017-06-13,2017-06-16,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,60653,Central,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,47.984,2,0.2,5.998,Summer,21.733434954508645,12.5
1449,US-2014-112564,2014-04-23,2014-04-24,First Class,TS-21160,Theresa Swint,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.502,3,0.7,-1.7514,Spring,300.3479569285748,-70.0
1450,CA-2015-145821,2015-05-01,2015-05-07,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,88.752,3,0.2,11.094,Spring,11.750238224007829,12.5
1451,US-2015-160150,2015-07-19,2015-07-20,First Class,TS-21085,Thais Sissman,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,2.025,1,0.7,-1.35,Summer,324.4444444444444,-66.66666666666667
1452,CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,36608,South,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,70.98,7,0.0,34.7802,Fall,55.45610749230658,49.0
1453,CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,36608,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,91.68,3,0.0,45.84,Fall,19.906195462478184,50.0
1454,CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,36608,South,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,33.75,5,0.0,16.875,Fall,64.88888888888889,50.0
1455,CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,36608,South,TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,8,0.0,1459.2,Fall,1.847165991902834,48.00000000000001
1456,CA-2017-148474,2017-06-12,2017-06-19,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,91.2,3,0.0,41.952,Summer,22.234405458089668,46.0
1457,CA-2017-148474,2017-06-12,2017-06-19,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",452.94,3,0.0,67.941,Summer,2.3701360263273408,15.0
1458,CA-2015-111297,2015-08-17,2015-08-21,Standard Class,SC-20440,Shaun Chance,Corporate,United States,New Bedford,Massachusetts,2740,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,52.2,9,0.0,23.49,Summer,31.783350748867985,44.99999999999999
1459,CA-2016-123722,2016-09-25,2016-10-01,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Irving,Texas,75061,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,15.936,4,0.2,5.1792,Fall,84.83006098467946,32.5
1460,CA-2014-155271,2014-05-04,2014-05-04,Same Day,AA-10480,Andrew Allen,Consumer,United States,Middletown,Connecticut,6457,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0.0,9.8856,Spring,103.84422796795339,36.0
1461,CA-2015-119907,2015-12-01,2015-12-08,Standard Class,LC-17140,Logan Currie,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,55.424,2,0.2,19.3984,Winter,30.395052407177122,35.0
1462,US-2016-128902,2016-03-11,2016-03-15,Standard Class,MB-18085,Mick Brown,Consumer,United States,Vineland,New Jersey,8360,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2,0.3,-31.3722,Spring,3.9763496166363206,-12.857142857142856
1463,CA-2016-152289,2016-08-26,2016-08-28,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,77506,Central,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,2,0.2,43.9956,Summer,17.307765259284547,27.500000000000004
1464,CA-2016-152289,2016-08-26,2016-08-28,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,77506,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716,6,0.3,-29.2776,Summer,1.038905739086082,-2.857142857142857
1465,US-2016-104794,2016-12-16,2016-12-19,First Class,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10009,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,3.68,2,0.0,1.8032,Winter,486.199914748508,48.99999999999999
1466,CA-2014-151708,2014-08-08,2014-08-14,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Glendale,Arizona,85301,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.376,4,0.2,-3.0344,Summer,8.801514985885424,-2.5
1467,CA-2014-151708,2014-08-08,2014-08-14,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Glendale,Arizona,85301,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973,Summer,15.383059247958055,-11.25
1468,CA-2015-100769,2015-05-16,2015-05-16,Same Day,TH-21550,Tracy Hopkins,Home Office,United States,Jacksonville,Florida,32216,South,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,255.968,4,0.2,31.996,Spring,4.074169985533906,12.5
1469,CA-2017-139199,2017-12-09,2017-12-13,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,48234,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,872.94,3,0.0,226.9644,Winter,1.6951104654726896,26.0
1470,CA-2017-139199,2017-12-09,2017-12-13,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,48234,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,41.54,2,0.0,19.5238,Winter,49.736103414758226,47.0
1471,CA-2017-139199,2017-12-09,2017-12-13,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,48234,Central,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,12.96,2,0.0,6.2208,Winter,243.72329059829053,47.99999999999999
1472,US-2015-161466,2015-09-24,2015-09-27,Second Class,ON-18715,Odella Nelson,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10000634,Office Supplies,Art,Newell 320,6.848,2,0.2,0.5992,Fall,87.61682242990653,8.75
1473,CA-2017-164959,2017-07-11,2017-07-15,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Los Angeles,California,90004,West,OFF-LA-10004272,Office Supplies,Labels,Avery 482,8.67,3,0.0,4.0749,Summer,158.86487780461798,47.0
1474,US-2015-105676,2015-12-01,2015-12-02,Same Day,NM-18520,Neoma Murray,Consumer,United States,Houston,Texas,77036,Central,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",6.688,4,0.6,-4.0128,Winter,85.27399820574162,-60.00000000000001
1475,CA-2016-113138,2016-11-19,2016-11-25,Standard Class,NP-18685,Nora Pelletier,Home Office,United States,Niagara Falls,New York,14304,East,OFF-AR-10003770,Office Supplies,Art,Newell 340,17.28,6,0.0,5.0112,Fall,133.87617370892016,28.999999999999996
1476,CA-2016-113138,2016-11-19,2016-11-25,Standard Class,NP-18685,Nora Pelletier,Home Office,United States,Niagara Falls,New York,14304,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3,0.2,6.4206,Fall,48.48822998033902,36.25000000000001
1477,US-2017-104955,2017-03-19,2017-03-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,New York City,New York,10024,East,OFF-LA-10003121,Office Supplies,Labels,Avery 506,28.91,7,0.0,13.2986,Spring,140.28210154118145,46.0
1478,CA-2016-121958,2016-11-13,2016-11-17,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,52.136,7,0.2,5.8653,Fall,23.665083951615163,11.25
1479,CA-2017-121468,2017-11-19,2017-11-20,First Class,KD-16345,Katherine Ducich,Consumer,United States,Westminster,California,92683,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,31.968,4,0.2,2.3976,Fall,18.515136758380002,7.500000000000001
1480,US-2016-108455,2016-12-02,2016-12-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,25.92,4,0.0,12.4416,Winter,94.78127967711299,47.99999999999999
